symbol,hgnc_id,num_unique_missense,num_unique_missense_vus
C3,HGNC:1318,56,20
CFH,HGNC:4883,54,20
CHRM2,HGNC:1951,27,20
CLRN1,HGNC:12605,38,20
DEAF1,HGNC:14677,35,20
DHTKD1,HGNC:23537,39,20
ESCO2,HGNC:27230,46,20
ESPN,HGNC:13281,37,20
F13B,HGNC:3534,25,20
GLIS2,HGNC:29450,29,20
GNPAT,HGNC:4416,27,20
HGD,HGNC:4892,63,20
HJV,HGNC:4887,29,20
IL1RN,HGNC:6000,23,20
KCNK3,HGNC:6278,24,20
KIAA0586,HGNC:19960,57,20
MATN3,HGNC:6909,29,20
MITF,HGNC:7105,45,20
MLC1,HGNC:17082,52,20
MYF6,HGNC:7566,24,20
NAGA,HGNC:7631,26,20
NAGS,HGNC:17996,30,20
NEU1,HGNC:7758,33,20
NRL,HGNC:8002,28,20
PCSK1,HGNC:8743,25,20
PIKFYVE,HGNC:23785,47,20
PLP1,HGNC:9086,41,20
PNPLA3,HGNC:18590,31,20
PRPF4,HGNC:17349,23,20
RIT1,HGNC:10023,51,20
RTN4IP1,HGNC:18647,26,20
SIM1,HGNC:10882,28,20
SLC17A5,HGNC:10933,46,20
SLC26A3,HGNC:3018,33,20
SLC35A3,HGNC:11023,25,20
SUMF1,HGNC:20376,36,20
TMEM126A,HGNC:25382,24,20
TNFRSF11A,HGNC:11908,33,20
TRPS1,HGNC:12340,55,20
UMOD,HGNC:12559,52,20
VPS37A,HGNC:24928,25,20
XYLT1,HGNC:15516,32,20
AAAS,HGNC:13666,31,19
ACTB,HGNC:132,73,19
AGT,HGNC:333,29,19
ALAD,HGNC:395,22,19
ATOH7,HGNC:13907,20,19
B3GALT6,HGNC:17978,32,19
CD247,HGNC:1677,21,19
CD3E,HGNC:1674,24,19
CEBPE,HGNC:1836,21,19
CFAP298,HGNC:1301,22,19
CPOX,HGNC:2321,42,19
CWC27,HGNC:10664,23,19
DDR2,HGNC:2731,29,19
EARS2,HGNC:29419,39,19
EIF2B4,HGNC:3260,25,19
ERLIN2,HGNC:1356,25,19
FUCA1,HGNC:4006,32,19
G6PD,HGNC:4057,62,19
GAL,HGNC:4114,24,19
GRXCR1,HGNC:31673,24,19
GUCA1B,HGNC:4679,22,19
HEPACAM,HGNC:26361,27,19
HSPD1,HGNC:5261,28,19
KCNJ13,HGNC:6259,21,19
KLHL7,HGNC:15646,21,19
LAMB1,HGNC:6486,47,19
MAG,HGNC:6783,29,19
MC4R,HGNC:6932,45,19
MYO1A,HGNC:7595,49,19
MYOC,HGNC:7610,28,19
NECAP1,HGNC:24539,21,19
NRXN2,HGNC:8009,29,19
OTX2,HGNC:8522,31,19
PCK1,HGNC:8724,33,19
PLOD2,HGNC:9082,32,19
PPOX,HGNC:9280,29,19
PSEN2,HGNC:9509,34,19
SERAC1,HGNC:21061,40,19
SLC22A12,HGNC:17989,22,19
SUCLA2,HGNC:11448,41,19
SUCLG1,HGNC:11449,34,19
TAT,HGNC:11573,31,19
UPB1,HGNC:16297,23,19
VSX2,HGNC:1975,32,19
WRAP53,HGNC:25522,24,19
XPA,HGNC:12814,51,19
ALB,HGNC:399,23,18
ATP2B3,HGNC:816,24,18
BCS1L,HGNC:1020,53,18
BMPR1B,HGNC:1077,29,18
BMPR2,HGNC:1078,61,18
CANT1,HGNC:19721,28,18
CBLIF,HGNC:4268,32,18
CRYBB3,HGNC:2400,25,18
CTSF,HGNC:2531,30,18
ETHE1,HGNC:23287,35,18
FMN2,HGNC:14074,32,18
FOXI1,HGNC:3815,23,18
GHR,HGNC:4263,36,18
GRIA3,HGNC:4573,26,18
HINT1,HGNC:4912,22,18
IER3IP1,HGNC:18550,19,18
ITGA6,HGNC:6142,27,18
KRIT1,HGNC:1573,80,18
LAS1L,HGNC:25726,24,18
LRAT,HGNC:6685,25,18
MAPKAPK3,HGNC:6888,18,18
MMP2,HGNC:7166,27,18
MMP20,HGNC:7167,28,18
MYBPC1,HGNC:7549,35,18
NOBOX,HGNC:22448,38,18
NR1H4,HGNC:7967,22,18
OCRL,HGNC:8108,48,18
OPLAH,HGNC:8149,31,18
PEPD,HGNC:8840,37,18
PGAP1,HGNC:25712,27,18
POLR3B,HGNC:30348,36,18
PTS,HGNC:9689,41,18
RANGRF,HGNC:17679,19,18
RPL5,HGNC:10360,32,18
SCP2,HGNC:10606,18,18
SEC23B,HGNC:10702,39,18
SERPINF1,HGNC:8824,31,18
SFTPB,HGNC:10801,29,18
SHOX,HGNC:10853,27,18
SLC1A1,HGNC:10939,21,18
SLC40A1,HGNC:10909,41,18
SLC7A9,HGNC:11067,36,18
SOD1,HGNC:11179,41,18
SPATA16,HGNC:29935,29,18
SPINK1,HGNC:11244,28,18
TALDO1,HGNC:11559,25,18
TCOF1,HGNC:11654,111,18
TTC19,HGNC:26006,31,18
TWIST1,HGNC:12428,44,18
ZNF711,HGNC:13128,21,18
ADNP,HGNC:15766,70,17
ALG1,HGNC:18294,37,17
ALG3,HGNC:23056,26,17
ALOXE3,HGNC:13743,33,17
BSND,HGNC:16512,35,17
C12orf65,HGNC:26784,25,17
CD19,HGNC:1633,21,17
CHM,HGNC:1940,48,17
CPT1C,HGNC:18540,24,17
ESRRB,HGNC:3473,30,17
FAM126A,HGNC:24587,28,17
FOXP2,HGNC:13875,37,17
GAD1,HGNC:4092,22,17
GDF1,HGNC:4214,29,17
GIPC3,HGNC:18183,27,17
GJB6,HGNC:4288,28,17
HTRA1,HGNC:9476,29,17
IDS,HGNC:5389,78,17
ITGB3,HGNC:6156,32,17
JAGN1,HGNC:26926,21,17
KCNE2,HGNC:6242,29,17
LCK,HGNC:6524,21,17
LINS1,HGNC:30922,34,17
LRTOMT,HGNC:25033,24,17
MASP1,HGNC:6901,29,17
NDUFA10,HGNC:7684,23,17
OPTN,HGNC:17142,29,17
OXCT1,HGNC:8527,24,17
PAX3,HGNC:8617,52,17
PDYN,HGNC:8820,26,17
PIGL,HGNC:8966,23,17
PUS1,HGNC:15508,35,17
RBBP8,HGNC:9891,22,17
RD3,HGNC:19689,24,17
RDH11,HGNC:17964,19,17
RPS6KA3,HGNC:10432,48,17
SETBP1,HGNC:15573,58,17
SHH,HGNC:10848,33,17
SLC25A15,HGNC:10985,37,17
SLC2A9,HGNC:13446,33,17
SLC4A4,HGNC:11030,26,17
TBX19,HGNC:11596,23,17
TPM3,HGNC:12012,29,17
TSPAN12,HGNC:21641,24,17
ABCC6,HGNC:57,68,16
AGPAT2,HGNC:325,28,16
AMPD1,HGNC:468,30,16
APTX,HGNC:15984,28,16
ARL6,HGNC:13210,21,16
B4GALT7,HGNC:930,24,16
C19orf12,HGNC:25443,28,16
CD2AP,HGNC:14258,27,16
CD79B,HGNC:1699,16,16
CEP135,HGNC:29086,36,16
CHST6,HGNC:6938,20,16
CHSY1,HGNC:17198,19,16
COG8,HGNC:18623,26,16
COX15,HGNC:2263,29,16
CTR9,HGNC:16850,16,16
CTSK,HGNC:2536,40,16
CYP27B1,HGNC:2606,33,16
EDNRB,HGNC:3180,28,16
F8,HGNC:3546,61,16
FBXW4,HGNC:10847,24,16
FTO,HGNC:24678,23,16
GALNT3,HGNC:4125,22,16
GBA,HGNC:4177,91,16
GFI1,HGNC:4237,24,16
GNAT1,HGNC:4393,20,16
GNS,HGNC:4422,21,16
GSS,HGNC:4624,25,16
KHK,HGNC:6315,20,16
LTBP3,HGNC:6716,23,16
MIB1,HGNC:21086,19,16
MID1,HGNC:7095,33,16
PAX6,HGNC:8620,111,16
PIEZO1,HGNC:28993,81,16
POMC,HGNC:9201,25,16
PRPF31,HGNC:15446,26,16
PTH1R,HGNC:9608,27,16
RAD21,HGNC:9811,27,16
RGS9BP,HGNC:30304,18,16
RP2,HGNC:10274,47,16
SCO1,HGNC:10603,28,16
SNCAIP,HGNC:11139,27,16
SRP72,HGNC:11303,26,16
TGM5,HGNC:11781,40,16
TRIM32,HGNC:16380,18,16
TUFM,HGNC:12420,22,16
TYR,HGNC:12442,75,16
UMPS,HGNC:12563,20,16
UNC80,HGNC:26582,49,16
VPS35,HGNC:13487,21,16
ZDHHC9,HGNC:18475,24,16
ALDH3A2,HGNC:403,60,15
BBS5,HGNC:970,20,15
CD3G,HGNC:1675,23,15
CD40LG,HGNC:11935,50,15
CEP104,HGNC:24866,27,15
CSF1R,HGNC:2433,55,15
DARS2,HGNC:25538,33,15
DNAJC6,HGNC:15469,20,15
DNM1L,HGNC:2973,33,15
DNMT3A,HGNC:2978,54,15
EGF,HGNC:3229,38,15
ENTPD1,HGNC:3363,17,15
ETFA,HGNC:3481,26,15
FLVCR2,HGNC:20105,24,15
FOXL2,HGNC:1092,92,15
GATA1,HGNC:4170,31,15
GCNT2,HGNC:4204,19,15
GFM1,HGNC:13780,53,15
HECW2,HGNC:29853,46,15
HFE,HGNC:4886,21,15
HGF,HGNC:4893,22,15
IFT43,HGNC:29669,17,15
KCNE3,HGNC:6243,16,15
KRAS,HGNC:6407,62,15
MGAT2,HGNC:7045,19,15
PAX8,HGNC:8622,24,15
PAX9,HGNC:8623,26,15
PDK3,HGNC:8811,20,15
PQBP1,HGNC:9330,26,15
RAB7A,HGNC:9788,18,15
RAX,HGNC:18662,20,15
RERE,HGNC:9965,53,15
SLC25A19,HGNC:14409,20,15
SLC26A1,HGNC:10993,23,15
SLC46A1,HGNC:30521,18,15
SLC52A1,HGNC:30225,21,15
SOX10,HGNC:11190,33,15
SPEG,HGNC:16901,49,15
TAF1,HGNC:11535,30,15
TF,HGNC:11740,27,15
TNFRSF11B,HGNC:11909,18,15
TNFRSF13C,HGNC:17755,21,15
TUBB3,HGNC:20772,40,15
USP8,HGNC:12631,26,15
AHDC1,HGNC:25230,74,14
ALDH6A1,HGNC:7179,17,14
BCL10,HGNC:989,16,14
BLK,HGNC:1057,32,14
C8orf37,HGNC:27232,19,14
CACNA1E,HGNC:1392,24,14
CAMTA1,HGNC:18806,51,14
CCDC22,HGNC:28909,29,14
CEACAM16,HGNC:31948,31,14
CENPF,HGNC:1857,51,14
CFAP52,HGNC:16053,19,14
CIB2,HGNC:24579,18,14
COASY,HGNC:29932,20,14
CXCR4,HGNC:2561,19,14
DCHS1,HGNC:13681,56,14
DISP1,HGNC:19711,28,14
EDN3,HGNC:3178,19,14
FOXP1,HGNC:3823,65,14
GFAP,HGNC:4235,42,14
GLRB,HGNC:4329,21,14
GORAB,HGNC:25676,18,14
GSN,HGNC:4620,46,14
HDAC4,HGNC:14063,32,14
ICOS,HGNC:5351,17,14
IL36RN,HGNC:15561,21,14
KCNJ8,HGNC:6269,18,14
KDM6A,HGNC:12637,49,14
LAMA1,HGNC:6481,72,14
LEFTY2,HGNC:3122,24,14
LMAN1,HGNC:6631,18,14
LZTFL1,HGNC:6741,16,14
MAOA,HGNC:6833,20,14
MCIDAS,HGNC:40050,19,14
MMADHC,HGNC:25221,28,14
NDUFAF1,HGNC:18828,29,14
NIN,HGNC:14906,39,14
NR3C2,HGNC:7979,31,14
PACS1,HGNC:30032,23,14
PARK7,HGNC:16369,18,14
PCYT1A,HGNC:8754,25,14
PIGW,HGNC:23213,20,14
POC1B,HGNC:30836,17,14
PRKRA,HGNC:9438,19,14
PRPF3,HGNC:17348,17,14
PTCHD1,HGNC:26392,26,14
RBP4,HGNC:9922,16,14
ROBO2,HGNC:10250,36,14
SCN3B,HGNC:20665,19,14
SCNN1B,HGNC:10600,40,14
SLC19A2,HGNC:10938,25,14
SLC2A2,HGNC:11006,29,14
SLC6A4,HGNC:11050,16,14
SMN1,HGNC:11117,34,14
SNAP25,HGNC:11132,16,14
SRD5A3,HGNC:25812,20,14
TBCD,HGNC:11581,31,14
TEK,HGNC:11724,36,14
THAP1,HGNC:20856,31,14
TMEM138,HGNC:26944,15,14
TMEM231,HGNC:37234,28,14
TPM2,HGNC:12011,30,14
TSEN34,HGNC:15506,19,14
TTPA,HGNC:12404,32,14
VARS2,HGNC:21642,33,14
ASPA,HGNC:756,47,13
BLOC1S6,HGNC:8549,16,13
CAVIN4,HGNC:33742,21,13
CD320,HGNC:16692,21,13
CFL2,HGNC:1875,14,13
CLDN14,HGNC:2035,20,13
CRB2,HGNC:18688,41,13
DLAT,HGNC:2896,30,13
DSE,HGNC:21144,27,13
DYM,HGNC:21317,19,13
EXOSC2,HGNC:17097,15,13
EXOSC3,HGNC:17944,28,13
FAM20C,HGNC:22140,25,13
FGB,HGNC:3662,20,13
GFM2,HGNC:29682,29,13
GLUD1,HGNC:4335,24,13
GPC6,HGNC:4454,18,13
GRHL2,HGNC:2799,19,13
HSF4,HGNC:5227,33,13
IDH2,HGNC:5383,22,13
IFT27,HGNC:18626,19,13
IHH,HGNC:5956,22,13
KCNC3,HGNC:6235,28,13
KPTN,HGNC:6404,21,13
LARS2,HGNC:17095,28,13
LHFPL5,HGNC:21253,17,13
LHX3,HGNC:6595,17,13
MED23,HGNC:2372,17,13
MMP13,HGNC:7159,27,13
NDST1,HGNC:7680,16,13
NHEJ1,HGNC:25737,21,13
NT5C2,HGNC:8022,16,13
PAPSS2,HGNC:8604,20,13
PDE4D,HGNC:8783,22,13
PDHB,HGNC:8808,16,13
PIK3R2,HGNC:8980,30,13
PSAP,HGNC:9498,40,13
RDX,HGNC:9944,15,13
SCNN1A,HGNC:10599,35,13
SLC11A2,HGNC:10908,18,13
SLC5A5,HGNC:11040,16,13
SLITRK1,HGNC:20297,15,13
SOX9,HGNC:11204,39,13
SPP2,HGNC:11256,14,13
TARDBP,HGNC:11571,22,13
TEAD1,HGNC:11714,14,13
TPRN,HGNC:26894,35,13
TTC37,HGNC:23639,37,13
TUBB2B,HGNC:30829,31,13
UTP4,HGNC:1983,17,13
ADAT3,HGNC:25151,16,12
ADCY10,HGNC:21285,24,12
AGTR1,HGNC:336,15,12
ARSL,HGNC:719,37,12
C9orf72,HGNC:28337,14,12
CCM2,HGNC:21708,32,12
CFB,HGNC:1037,21,12
CLCN5,HGNC:2023,28,12
CLDN1,HGNC:2032,13,12
CRELD1,HGNC:14630,18,12
CYP11A1,HGNC:2590,20,12
CYP11B2,HGNC:2592,45,12
DDX3X,HGNC:2745,83,12
DHH,HGNC:2865,14,12
F13A1,HGNC:3531,25,12
GCM2,HGNC:4198,25,12
GLUL,HGNC:4341,14,12
HADH,HGNC:4799,23,12
HBA1,HGNC:4823,26,12
KMT2A,HGNC:7132,139,12
KMT2C,HGNC:13726,37,12
MPDU1,HGNC:7207,23,12
MPV17,HGNC:7224,29,12
MTPAP,HGNC:25532,18,12
MYD88,HGNC:7562,15,12
NDUFS3,HGNC:7710,19,12
NECTIN1,HGNC:9706,22,12
NFIX,HGNC:7788,48,12
NKX2-6,HGNC:32940,16,12
PCLO,HGNC:13406,43,12
PDSS1,HGNC:17759,21,12
PNPLA1,HGNC:21246,30,12
POLG2,HGNC:9180,30,12
POU3F4,HGNC:9217,22,12
QDPR,HGNC:9752,20,12
RAB28,HGNC:9768,13,12
RIN2,HGNC:18750,35,12
RPN2,HGNC:10382,15,12
RUNX2,HGNC:10472,27,12
SEPSECS,HGNC:30605,22,12
SERPING1,HGNC:1228,54,12
SETD5,HGNC:25566,55,12
SLC16A1,HGNC:10922,18,12
SLC33A1,HGNC:95,18,12
SOBP,HGNC:29256,22,12
TACR3,HGNC:11528,18,12
THBD,HGNC:11784,24,12
THOC2,HGNC:19073,16,12
TRPV3,HGNC:18084,41,12
UBQLN2,HGNC:12509,15,12
UPK3A,HGNC:12580,17,12
WASHC4,HGNC:29174,19,12
XPNPEP3,HGNC:28052,16,12
ZIC3,HGNC:12874,28,12
ACSL4,HGNC:3571,16,11
ACVR2B,HGNC:174,15,11
AGTR2,HGNC:338,15,11
ANTXR2,HGNC:21732,25,11
ARL3,HGNC:694,11,11
ASH1L,HGNC:19088,23,11
BBIP1,HGNC:28093,11,11
CCDC50,HGNC:18111,29,11
CDT1,HGNC:24576,30,11
CLDN16,HGNC:2037,19,11
CLDN19,HGNC:2040,16,11
CRYBB1,HGNC:2397,16,11
DLG3,HGNC:2902,15,11
DNA2,HGNC:2939,25,11
DPM3,HGNC:3007,14,11
EIF2B2,HGNC:3258,21,11
F10,HGNC:3528,17,11
FADD,HGNC:3573,12,11
FGA,HGNC:3661,28,11
FGG,HGNC:3694,18,11
GDF5,HGNC:4220,24,11
HBA2,HGNC:4824,41,11
HOXA1,HGNC:5099,19,11
KCNJ1,HGNC:6255,22,11
KDM6B,HGNC:29012,24,11
LHX4,HGNC:21734,24,11
MAP3K1,HGNC:6848,35,11
MRPS22,HGNC:14508,21,11
NDUFAF3,HGNC:29918,13,11
NDUFAF6,HGNC:28625,25,11
NDUFS2,HGNC:7708,22,11
NIPAL4,HGNC:28018,20,11
NLGN3,HGNC:14289,15,11
OPN1SW,HGNC:1012,12,11
ORC6,HGNC:17151,14,11
PAX2,HGNC:8616,20,11
PGK1,HGNC:8896,19,11
PHF8,HGNC:20672,22,11
PLA2G5,HGNC:9038,11,11
POLR1C,HGNC:20194,29,11
PRDM5,HGNC:9349,17,11
PROP1,HGNC:9455,38,11
RAB23,HGNC:14263,17,11
RAC2,HGNC:9802,15,11
SIX3,HGNC:10889,22,11
SPG21,HGNC:20373,14,11
SYT14,HGNC:23143,14,11
TBX20,HGNC:11598,11,11
TBX3,HGNC:11602,24,11
TBXAS1,HGNC:11609,25,11
TIMP3,HGNC:11822,12,11
TNFSF11,HGNC:11926,17,11
TOR1A,HGNC:3098,17,11
TUBA8,HGNC:12410,17,11
TUBB4A,HGNC:20774,32,11
UPF3B,HGNC:20439,23,11
ZFR,HGNC:17277,11,11
ZIC2,HGNC:12873,26,11
ZMYND11,HGNC:16966,19,11
AGPS,HGNC:327,14,10
ALDH1B1,HGNC:407,18,10
ARHGEF6,HGNC:685,20,10
ASXL1,HGNC:18318,69,10
ATP8A2,HGNC:13533,16,10
ATPAF2,HGNC:18802,17,10
B9D1,HGNC:24123,15,10
CDC6,HGNC:1744,14,10
CELSR1,HGNC:1850,23,10
CFAP53,HGNC:26530,16,10
CNKSR2,HGNC:19701,17,10
CNNM2,HGNC:103,16,10
COQ9,HGNC:25302,23,10
CRYAA,HGNC:2388,17,10
CRYBA4,HGNC:2396,14,10
CYP2R1,HGNC:20580,12,10
DCX,HGNC:2714,105,10
DHCR24,HGNC:2859,15,10
DNAL1,HGNC:23247,12,10
DPM2,HGNC:3006,12,10
DPYS,HGNC:3013,18,10
DYNC2I2,HGNC:28296,19,10
ELOVL4,HGNC:14415,19,10
ETFB,HGNC:3482,22,10
F7,HGNC:3544,17,10
FBLN5,HGNC:3602,18,10
GHSR,HGNC:4267,13,10
GNAL,HGNC:4388,11,10
HIBCH,HGNC:4908,25,10
IDH3A,HGNC:5384,12,10
IL21,HGNC:6005,11,10
ITGA2,HGNC:6137,39,10
KCTD17,HGNC:25705,12,10
KLHL3,HGNC:6354,11,10
KRT4,HGNC:6441,33,10
KRT5,HGNC:6442,50,10
KRT83,HGNC:6460,36,10
LDHB,HGNC:6541,11,10
LIM2,HGNC:6610,11,10
MAGT1,HGNC:28880,23,10
MASTL,HGNC:19042,31,10
MBL2,HGNC:6922,12,10
MCEE,HGNC:16732,15,10
MPDZ,HGNC:7208,61,10
NDUFAF2,HGNC:28086,15,10
PJVK,HGNC:29502,19,10
PROKR2,HGNC:15836,31,10
PXDN,HGNC:14966,29,10
PYCR1,HGNC:9721,21,10
RPL11,HGNC:10301,15,10
RPS7,HGNC:10440,10,10
SCNN1G,HGNC:10602,19,10
SEPTIN9,HGNC:7323,26,10
SERPINB6,HGNC:8950,24,10
SLC20A2,HGNC:10947,32,10
SNAP29,HGNC:11133,17,10
SOX2,HGNC:11195,25,10
TCN1,HGNC:11652,17,10
TCTN3,HGNC:24519,18,10
THPO,HGNC:11795,15,10
TK2,HGNC:11831,30,10
TMIE,HGNC:30800,19,10
TREM2,HGNC:17761,18,10
TSHR,HGNC:12373,36,10
TUBA1A,HGNC:20766,84,10
VANGL1,HGNC:15512,27,10
AASS,HGNC:17366,14,9
ABHD5,HGNC:21396,14,9
ADIPOR1,HGNC:24040,9,9
ALAS2,HGNC:397,32,9
ALX4,HGNC:450,24,9
ARHGAP31,HGNC:29216,33,9
BMP4,HGNC:1071,22,9
CAD,HGNC:1424,22,9
CAVIN1,HGNC:9688,13,9
CD46,HGNC:6953,18,9
CDK13,HGNC:1733,34,9
CETP,HGNC:1869,28,9
CIC,HGNC:14214,26,9
COCH,HGNC:2180,26,9
CRYBB2,HGNC:2398,15,9
CTH,HGNC:2501,11,9
CYLD,HGNC:2584,26,9
CYP17A1,HGNC:2593,28,9
DRD2,HGNC:3023,14,9
DYNC2I1,HGNC:21862,33,9
ERF,HGNC:3444,27,9
FAM20A,HGNC:23015,13,9
FRMPD4,HGNC:29007,19,9
FTL,HGNC:3999,13,9
GJB3,HGNC:4285,32,9
GNAS,HGNC:4392,28,9
GRIK2,HGNC:4580,12,9
HARS2,HGNC:4817,24,9
HIVEP2,HGNC:4921,43,9
HOXA2,HGNC:5103,10,9
HPRT1,HGNC:5157,26,9
IL10,HGNC:5962,11,9
KANK1,HGNC:19309,30,9
KRT1,HGNC:6412,32,9
LFNG,HGNC:6560,15,9
MBTPS2,HGNC:15455,18,9
MDM2,HGNC:6973,9,9
MIPEP,HGNC:7104,21,9
MYH7B,HGNC:15906,25,9
NDUFS8,HGNC:7715,21,9
NPC2,HGNC:14537,16,9
NR2F1,HGNC:7975,33,9
NR3C1,HGNC:7978,16,9
PHF6,HGNC:18145,15,9
PITX2,HGNC:9005,21,9
PRKCSH,HGNC:9411,29,9
PTF1A,HGNC:23734,18,9
RARB,HGNC:9865,15,9
RPS19,HGNC:10402,25,9
RRM2B,HGNC:17296,26,9
RS1,HGNC:10457,24,9
SLC25A1,HGNC:10979,10,9
SLC25A38,HGNC:26054,16,9
SLC30A10,HGNC:25355,10,9
SLC35D1,HGNC:20800,10,9
SYNE4,HGNC:26703,27,9
TBCE,HGNC:11582,23,9
TNNT3,HGNC:11950,13,9
TSFM,HGNC:12367,22,9
UROD,HGNC:12591,13,9
VPS13D,HGNC:23595,18,9
VSX1,HGNC:12723,23,9
ZC3H14,HGNC:20509,14,9
ZFP57,HGNC:18791,21,9
ZMPSTE24,HGNC:12877,16,9
ABCB7,HGNC:48,25,8
ACTN4,HGNC:166,16,8
AKT3,HGNC:393,12,8
ARHGEF10,HGNC:14103,20,8
ATAD3A,HGNC:25567,12,8
ATP2C1,HGNC:13211,21,8
BFSP2,HGNC:1041,20,8
CALM2,HGNC:1445,15,8
CEP19,HGNC:28209,9,8
CHD4,HGNC:1919,22,8
CHN1,HGNC:1943,11,8
CIT,HGNC:1985,20,8
CLIP1,HGNC:10461,11,8
COG2,HGNC:6546,17,8
CRYGD,HGNC:2411,17,8
DDB2,HGNC:2718,12,8
DLC1,HGNC:2897,16,8
EPOR,HGNC:3416,24,8
F9,HGNC:3551,31,8
FMR1,HGNC:3775,13,8
GP9,HGNC:4444,14,8
GYG1,HGNC:4699,15,8
HERC1,HGNC:4867,26,8
HSPB3,HGNC:5248,14,8
HYAL1,HGNC:5320,17,8
KIRREL3,HGNC:23204,16,8
KRT2,HGNC:6439,33,8
LDHA,HGNC:6535,11,8
LMBR1,HGNC:13243,15,8
LMX1B,HGNC:6654,33,8
LONP1,HGNC:9479,28,8
MAF,HGNC:6776,19,8
MAT2A,HGNC:6904,9,8
MYO1E,HGNC:7599,14,8
MYT1L,HGNC:7623,20,8
NAA10,HGNC:18704,28,8
NADK2,HGNC:26404,13,8
NDUFS4,HGNC:7711,16,8
NKX2-1,HGNC:11825,35,8
NONO,HGNC:7871,14,8
NR5A1,HGNC:7983,22,8
P2RX2,HGNC:15459,19,8
PAK3,HGNC:8592,17,8
PDE8B,HGNC:8794,16,8
PPARG,HGNC:9236,19,8
PPIB,HGNC:9255,10,8
PRNP,HGNC:9449,27,8
PRPS1,HGNC:9462,13,8
RHBDF2,HGNC:20788,42,8
RNF213,HGNC:14539,91,8
RPS20,HGNC:10405,8,8
SBF1,HGNC:10542,27,8
SERPINE1,HGNC:8583,10,8
SFTPA1,HGNC:10798,15,8
SH2D1A,HGNC:10820,11,8
SIX5,HGNC:10891,16,8
SLC25A4,HGNC:10990,17,8
SLC39A8,HGNC:20862,10,8
SON,HGNC:11183,50,8
SOX5,HGNC:11201,21,8
SRD5A2,HGNC:11285,46,8
STAR,HGNC:11359,33,8
TBX4,HGNC:11603,23,8
UBR1,HGNC:16808,23,8
UROS,HGNC:12592,15,8
VMA21,HGNC:22082,10,8
ALG9,HGNC:15672,15,7
AMN,HGNC:14604,15,7
ANG,HGNC:483,13,7
ANLN,HGNC:14082,9,7
ARID2,HGNC:18037,35,7
ASNS,HGNC:753,28,7
ATCAY,HGNC:779,8,7
ATP2A2,HGNC:812,30,7
AVPR2,HGNC:897,50,7
B3GAT3,HGNC:923,13,7
B4GALT1,HGNC:924,10,7
BMP2,HGNC:1069,12,7
CENPE,HGNC:1856,29,7
CHAMP1,HGNC:20311,24,7
COX10,HGNC:2260,23,7
CRBN,HGNC:30185,12,7
CTNNB1,HGNC:2514,53,7
CYP19A1,HGNC:2594,18,7
DPP6,HGNC:3010,8,7
DRAM2,HGNC:28769,8,7
ECHS1,HGNC:3151,34,7
EDARADD,HGNC:14341,11,7
EFTUD2,HGNC:30858,32,7
EPAS1,HGNC:3374,25,7
ETV6,HGNC:3495,9,7
F2,HGNC:3535,12,7
FBLN1,HGNC:3600,11,7
FGF14,HGNC:3671,11,7
FXN,HGNC:3951,16,7
GATA3,HGNC:4172,23,7
GDI1,HGNC:4226,10,7
HPGD,HGNC:5154,12,7
HSD17B10,HGNC:4800,16,7
HSD3B2,HGNC:5218,17,7
IL1RAPL1,HGNC:5996,12,7
KIAA1109,HGNC:26953,11,7
KIF22,HGNC:6391,18,7
KRT13,HGNC:6415,31,7
LARS1,HGNC:6512,27,7
LPL,HGNC:6677,31,7
MARS2,HGNC:25133,16,7
MC2R,HGNC:6930,23,7
METTL23,HGNC:26988,12,7
NDUFA9,HGNC:7693,18,7
NDUFAF5,HGNC:15899,21,7
NDUFS7,HGNC:7714,12,7
NMNAT1,HGNC:17877,19,7
NR4A2,HGNC:7981,8,7
NUS1,HGNC:21042,13,7
PAFAH1B1,HGNC:8574,69,7
PAX4,HGNC:8618,16,7
PDX1,HGNC:6107,23,7
PIGM,HGNC:18858,8,7
POGLUT1,HGNC:22954,9,7
POLR1A,HGNC:17264,20,7
PRCD,HGNC:32528,9,7
RASA2,HGNC:9872,15,7
REN,HGNC:9958,15,7
RNASET2,HGNC:21686,15,7
RNF125,HGNC:21150,13,7
SLC34A1,HGNC:11019,25,7
SLITRK6,HGNC:23503,16,7
SMS,HGNC:11123,14,7
STX16,HGNC:11431,17,7
SULF1,HGNC:20391,14,7
TBX22,HGNC:11600,10,7
TMEM165,HGNC:30760,7,7
TPH2,HGNC:20692,9,7
TRAP1,HGNC:16264,17,7
UBIAD1,HGNC:30791,13,7
WNT1,HGNC:12774,9,7
WNT5A,HGNC:12784,11,7
ZNF526,HGNC:29415,13,7
AKT2,HGNC:392,7,6
ATN1,HGNC:3033,12,6
AURKC,HGNC:11391,8,6
BPNT2,HGNC:26019,9,6
BPTF,HGNC:3581,24,6
BRF1,HGNC:11551,9,6
C1QTNF5,HGNC:14344,10,6
CA2,HGNC:1373,10,6
CA5A,HGNC:1377,15,6
CEL,HGNC:1848,14,6
CEP63,HGNC:25815,13,6
CHD1L,HGNC:1916,11,6
CHMP2B,HGNC:24537,11,6
CLCNKB,HGNC:2027,34,6
CLPP,HGNC:2084,8,6
COQ6,HGNC:20233,19,6
CRYM,HGNC:2418,11,6
CSF2RB,HGNC:2436,15,6
CTCF,HGNC:13723,23,6
CUL3,HGNC:2553,11,6
