symbol,hgnc_id,num_unique_missense,num_unique_missense_vus
ASPG,HGNC:20123,1,0
ASTL,HGNC:31704,2,0
ASTN2,HGNC:17021,8,0
ATAD3B,HGNC:24007,6,0
ATAD5,HGNC:25752,1,0
ATF4,HGNC:786,8,0
ATF6B,HGNC:2349,1,0
ATF7IP,HGNC:20092,8,0
ATG16L2,HGNC:25464,1,0
ATG2A,HGNC:29028,3,0
ATG2B,HGNC:20187,5,0
ATG4A,HGNC:16489,1,0
ATG5,HGNC:589,2,0
ATG7,HGNC:16935,2,0
ATP10D,HGNC:13549,1,0
ATP11A,HGNC:13552,7,0
ATP11C,HGNC:13554,1,0
ATP13A1,HGNC:24215,5,0
ATP13A5,HGNC:31789,1,0
ATP1A1,HGNC:799,1,0
ATP1A4,HGNC:14073,2,0
ATP2A3,HGNC:813,3,0
ATP2B4,HGNC:817,7,0
ATP2C2,HGNC:29103,10,0
ATP4A,HGNC:819,3,0
ATP5F1D,HGNC:837,1,0
ATP6AP1,HGNC:868,5,0
ATP6V0D2,HGNC:18266,1,0
ATP8B3,HGNC:13535,3,0
ATP8B4,HGNC:13536,1,0
ATP9A,HGNC:13540,1,0
ATP9B,HGNC:13541,2,0
ATRIP,HGNC:33499,8,0
ATRN,HGNC:885,4,0
ATRNL1,HGNC:29063,1,0
AUNIP,HGNC:28363,1,0
AURKA,HGNC:11393,1,0
AURKB,HGNC:11390,1,0
AVIL,HGNC:14188,1,0
AVPR1A,HGNC:895,1,0
AVPR1B,HGNC:896,1,0
AXL,HGNC:905,10,0
AZGP1,HGNC:910,1,0
AZIN2,HGNC:29957,2,0
AZU1,HGNC:913,1,0
B3GNT2,HGNC:15629,2,0
B3GNT3,HGNC:13528,1,0
B4GALNT2,HGNC:24136,1,0
B4GALNT3,HGNC:24137,3,0
B4GALNT4,HGNC:26315,1,0
B4GALT6,HGNC:929,1,0
BACE2,HGNC:934,2,0
BACH2,HGNC:14078,3,0
BAG1,HGNC:937,1,0
BAK1,HGNC:949,1,0
BAMBI,HGNC:30251,1,0
BARX2,HGNC:956,1,0
BAZ1A,HGNC:960,1,0
BAZ2B,HGNC:963,4,0
BBX,HGNC:14422,2,0
BCAM,HGNC:6722,3,0
BCAN,HGNC:23059,4,0
BCAR1,HGNC:971,9,0
BCAR3,HGNC:973,4,0
BCAS1,HGNC:974,3,0
BCAS2,HGNC:975,1,0
BCAS4,HGNC:14367,2,0
BCAT2,HGNC:977,3,0
BCDIN3D,HGNC:27050,1,0
BCL2L13,HGNC:17164,2,0
BCL6,HGNC:1001,1,0
BCL9,HGNC:1008,2,0
BCL9L,HGNC:23688,5,0
BCLAF1,HGNC:16863,5,0
BCO1,HGNC:13815,3,0
BDH1,HGNC:1027,3,0
BDH2,HGNC:32389,1,0
BDKRB1,HGNC:1029,1,0
BDKRB2,HGNC:1030,1,0
BECN2,HGNC:38606,3,0
BEGAIN,HGNC:24163,2,0
BEX2,HGNC:30933,1,0
BFAR,HGNC:17613,1,0
BGLAP,HGNC:1043,1,0
BGN,HGNC:1044,2,0
BHLHA9,HGNC:35126,1,0
BHLHB9,HGNC:29353,2,0
BHLHE22,HGNC:11963,1,0
BHMT,HGNC:1047,2,0
BHMT2,HGNC:1048,1,0
BIRC3,HGNC:591,1,0
BIRC6,HGNC:13516,8,0
BIRC7,HGNC:13702,2,0
BLVRA,HGNC:1062,1,0
BLVRB,HGNC:1063,2,0
BLZF1,HGNC:1065,1,0
BMP10,HGNC:20869,1,0
BMP3,HGNC:1070,4,0
BMP5,HGNC:1072,2,0
BMP8A,HGNC:21650,1,0
BMP8B,HGNC:1075,1,0
BMS1,HGNC:23505,14,0
BMX,HGNC:1079,1,0
BNC1,HGNC:1081,1,0
BNC2,HGNC:30988,9,0
BOC,HGNC:17173,4,0
BPHL,HGNC:1094,1,0
BPI,HGNC:1095,9,0
BPIFA1,HGNC:15749,2,0
BPIFB1,HGNC:16108,3,0
BRD1,HGNC:1102,6,0
BRD8,HGNC:19874,3,0
BRINP1,HGNC:2687,3,0
BROX,HGNC:26512,1,0
BSN,HGNC:1117,4,0
BST1,HGNC:1118,4,0
BSX,HGNC:20450,1,0
BTBD8,HGNC:21019,1,0
BTC,HGNC:1121,1,0
BTN1A1,HGNC:1135,2,0
BTN2A2,HGNC:1137,6,0
BTN3A1,HGNC:1138,1,0
BTNL2,HGNC:1142,2,0
BTNL3,HGNC:1143,4,0
BTRC,HGNC:1144,1,0
BUD13,HGNC:28199,1,0
BVES,HGNC:1152,5,0
BYSL,HGNC:1157,1,0
C10orf71,HGNC:26973,2,0
C10orf90,HGNC:26563,4,0
C11orf80,HGNC:26197,1,0
C12orf66,HGNC:26517,2,0
C14orf28,HGNC:19834,3,0
C16orf96,HGNC:40031,1,0
C19orf48,HGNC:29667,2,0
C1GALT1,HGNC:24337,1,0
C1QA,HGNC:1241,3,0
C1QTNF12,HGNC:32308,2,0
C1QTNF9B,HGNC:34072,2,0
C1orf112,HGNC:25565,2,0
C1orf127,HGNC:26730,1,0
C21orf58,HGNC:1300,1,0
C3AR1,HGNC:1319,2,0
C3orf56,HGNC:32481,1,0
C3orf62,HGNC:24771,1,0
C4B,HGNC:1324,1,0
C4BPA,HGNC:1325,6,0
C5AR2,HGNC:4527,3,0
C7,HGNC:1346,3,0
C8orf33,HGNC:26104,1,0
C9orf64,HGNC:28144,3,0
CA12,HGNC:1371,5,0
CA14,HGNC:1372,1,0
CA7,HGNC:1381,1,0
CABIN1,HGNC:24187,7,0
CABS1,HGNC:30710,1,0
CACNA2D3,HGNC:15460,1,0
CADM1,HGNC:5951,3,0
CADPS2,HGNC:16018,7,0
CALCR,HGNC:1440,2,0
CALCRL,HGNC:16709,1,0
CALD1,HGNC:1441,10,0
CALHM1,HGNC:23494,2,0
CALML6,HGNC:24193,1,0
CALR,HGNC:1455,2,0
CAMK1D,HGNC:19341,1,0
CAMK2D,HGNC:1462,1,0
CAMK2G,HGNC:1463,1,0
CAMK4,HGNC:1464,2,0
CAMP,HGNC:1472,2,0
CAMSAP1,HGNC:19946,3,0
CAMSAP2,HGNC:29188,1,0
CAMSAP3,HGNC:29307,1,0
CAND2,HGNC:30689,4,0
CAPG,HGNC:1474,2,0
CAPN10,HGNC:1477,9,0
CAPN12,HGNC:13249,3,0
CAPN14,HGNC:16664,1,0
CAPN2,HGNC:1479,2,0
CAPRIN2,HGNC:21259,1,0
CAPS,HGNC:1487,2,0
CAPS2,HGNC:16471,1,0
CAPSL,HGNC:28375,1,0
CAPZA2,HGNC:1490,2,0
CARD10,HGNC:16422,2,0
CARD6,HGNC:16394,5,0
CARF,HGNC:14435,5,0
CARS1,HGNC:1493,5,0
CARTPT,HGNC:24323,1,0
CASP1,HGNC:1499,2,0
CASP14,HGNC:1502,3,0
CASP3,HGNC:1504,1,0
CASP4,HGNC:1505,3,0
CASP9,HGNC:1511,2,0
CASS4,HGNC:15878,4,0
CAST,HGNC:1515,6,0
CASZ1,HGNC:26002,12,0
CAT,HGNC:1516,5,0
CBFA2T3,HGNC:1537,1,0
CBLB,HGNC:1542,2,0
CBLL2,HGNC:26371,2,0
CBR1,HGNC:1548,1,0
CBR3,HGNC:1549,1,0
CBX4,HGNC:1554,1,0
CC2D1B,HGNC:29386,1,0
CCAR2,HGNC:23360,2,0
CCDC102B,HGNC:26295,4,0
CCDC112,HGNC:28599,1,0
CCDC116,HGNC:26688,4,0
CCDC134,HGNC:26185,1,0
CCDC136,HGNC:22225,4,0
CCDC141,HGNC:26821,11,0
CCDC148,HGNC:25191,6,0
CCDC15,HGNC:25798,1,0
CCDC160,HGNC:37286,1,0
CCDC168,HGNC:26851,7,0
CCDC170,HGNC:21177,3,0
CCDC171,HGNC:29828,2,0
CCDC174,HGNC:28033,8,0
CCDC27,HGNC:26546,1,0
CCDC3,HGNC:23813,1,0
CCDC33,HGNC:26552,1,0
CCDC51,HGNC:25714,2,0
CCDC61,HGNC:33629,1,0
CCDC62,HGNC:30723,1,0
CCDC66,HGNC:27709,1,0
CCDC80,HGNC:30649,3,0
CCDC82,HGNC:26282,1,0
CCDC91,HGNC:24855,2,0
CCHCR1,HGNC:13930,1,0
CCIN,HGNC:1568,1,0
CCKBR,HGNC:1571,1,0
CCL11,HGNC:10610,1,0
CCL22,HGNC:10621,1,0
CCL25,HGNC:10624,1,0
CCL27,HGNC:10626,1,0
CCL8,HGNC:10635,1,0
CCN1,HGNC:2654,1,0
CCN2,HGNC:2500,2,0
CCN3,HGNC:7885,2,0
CCN4,HGNC:12769,1,0
CCNA2,HGNC:1578,1,0
CCNB2,HGNC:1580,2,0
CCNB3,HGNC:18709,4,0
CCNF,HGNC:1591,8,0
CCNG2,HGNC:1593,1,0
CCNH,HGNC:1594,3,0
CCP110,HGNC:24342,4,0
CCR1,HGNC:1602,3,0
CCR10,HGNC:4474,1,0
CCR5,HGNC:1606,1,0
CCR6,HGNC:1607,1,0
CCRL2,HGNC:1612,1,0
CCSER1,HGNC:29349,1,0
CCT8,HGNC:1623,1,0
CCT8L2,HGNC:15553,1,0
CCZ1,HGNC:21691,1,0
CD101,HGNC:5949,6,0
CD109,HGNC:21685,6,0
CD14,HGNC:1628,1,0
CD151,HGNC:1630,1,0
CD160,HGNC:17013,1,0
CD163,HGNC:1631,4,0
CD163L1,HGNC:30375,1,0
CD177,HGNC:30072,4,0
CD180,HGNC:6726,1,0
CD1A,HGNC:1634,2,0
CD1B,HGNC:1635,2,0
CD1C,HGNC:1636,3,0
CD1D,HGNC:1637,2,0
CD1E,HGNC:1638,1,0
CD207,HGNC:17935,2,0
CD244,HGNC:18171,1,0
CD248,HGNC:18219,3,0
CD33,HGNC:1659,5,0
CD34,HGNC:1662,1,0
CD37,HGNC:1666,1,0
CD38,HGNC:1667,1,0
CD44,HGNC:1681,5,0
CD55,HGNC:2665,4,0
CD68,HGNC:1693,2,0
CD80,HGNC:1700,1,0
CD83,HGNC:1703,1,0
CD86,HGNC:1705,1,0
CD93,HGNC:15855,3,0
CD99L2,HGNC:18237,2,0
CDC16,HGNC:1720,1,0
CDC20,HGNC:1723,1,0
CDC25A,HGNC:1725,1,0
CDC37,HGNC:1735,1,0
CDC42,HGNC:1736,9,0
CDC42BPA,HGNC:1737,3,0
CDC42BPG,HGNC:29829,1,0
CDCA2,HGNC:14623,2,0
CDCA5,HGNC:14626,2,0
CDCP1,HGNC:24357,2,0
CDH11,HGNC:1750,3,0
CDH12,HGNC:1751,5,0
CDH13,HGNC:1753,6,0
CDH16,HGNC:1755,1,0
CDH17,HGNC:1756,3,0
CDH19,HGNC:1758,2,0
CDH4,HGNC:1763,2,0
CDH5,HGNC:1764,1,0
CDH7,HGNC:1766,1,0
CDH8,HGNC:1767,1,0
CDH9,HGNC:1768,2,0
CDHR3,HGNC:26308,2,0
CDHR5,HGNC:7521,1,0
CDIN1,HGNC:26929,1,0
CDK10,HGNC:1770,1,0
CDK19,HGNC:19338,4,0
CDKAL1,HGNC:21050,2,0
CDKN2C,HGNC:1789,1,0
CDNF,HGNC:24913,1,0
CDR1,HGNC:1798,1,0
CDRT1,HGNC:14379,1,0
CDX4,HGNC:1808,1,0
CEACAM3,HGNC:1815,6,0
CEACAM5,HGNC:1817,11,0
CEACAM6,HGNC:1818,1,0
CECR2,HGNC:1840,5,0
CELA1,HGNC:3308,2,0
CELA3B,HGNC:15945,1,0
CELF2,HGNC:2550,1,0
CELF6,HGNC:14059,3,0
CELSR3,HGNC:3230,9,0
CENPI,HGNC:3968,2,0
CENPU,HGNC:21348,2,0
CENPV,HGNC:29920,1,0
CEP126,HGNC:29264,6,0
CEP128,HGNC:20359,1,0
CEP170,HGNC:28920,1,0
CEP170B,HGNC:20362,1,0
CEP192,HGNC:25515,4,0
CEP295,HGNC:29366,11,0
CEP350,HGNC:24238,4,0
CEP43,HGNC:17012,1,0
CEP57L1,HGNC:21561,2,0
CEP68,HGNC:29076,4,0
CEP85,HGNC:25309,2,0
CEP89,HGNC:25907,4,0
CEP97,HGNC:26244,1,0
CEPT1,HGNC:24289,1,0
CERK,HGNC:19256,1,0
CERS4,HGNC:23747,1,0
CERS6,HGNC:23826,1,0
CES1,HGNC:1863,1,0
CFAP20DC,HGNC:24763,2,0
CFAP251,HGNC:28506,4,0
CFAP300,HGNC:28188,1,0
CFAP43,HGNC:26684,11,0
CFAP44,HGNC:25631,20,0
CFAP45,HGNC:17229,1,0
CFAP65,HGNC:25325,5,0
CFAP69,HGNC:26107,4,0
CFAP97,HGNC:29276,1,0
CFHR2,HGNC:4890,4,0
CFHR3,HGNC:16980,9,0
CFLAR,HGNC:1876,1,0
CGAS,HGNC:21367,1,0
CGB2,HGNC:16722,1,0
CGN,HGNC:17429,6,0
CGNL1,HGNC:25931,1,0
CGRRF1,HGNC:15528,1,0
CHAD,HGNC:1909,3,0
CHAF1B,HGNC:1911,3,0
CHD5,HGNC:16816,2,0
CHD6,HGNC:19057,5,0
CHD9,HGNC:25701,1,0
CHGB,HGNC:1930,2,0
CHI3L2,HGNC:1933,2,0
CHIA,HGNC:17432,5,0
CHL1,HGNC:1939,10,0
CHMP6,HGNC:25675,1,0
CHN2,HGNC:1944,1,0
CHPF,HGNC:24291,1,0
CHPF2,HGNC:29270,2,0
CHPT1,HGNC:17852,1,0
CHRDL1,HGNC:29861,7,0
CHRM3,HGNC:1952,1,0
CHRM5,HGNC:1954,1,0
CHRNA5,HGNC:1959,2,0
CHRNA6,HGNC:15963,1,0
CHRNA9,HGNC:14079,2,0
CHRNB3,HGNC:1963,1,0
CHRNB4,HGNC:1964,2,0
CHST12,HGNC:17423,1,0
CHST15,HGNC:18137,1,0
CHST5,HGNC:1973,4,0
CHST8,HGNC:15993,2,0
CHTF18,HGNC:18435,4,0
CHURC1,HGNC:20099,2,0
CIAO3,HGNC:14179,4,0
CIDEA,HGNC:1976,1,0
CIP2A,HGNC:29302,2,0
CISH,HGNC:1984,1,0
CKAP2,HGNC:1990,4,0
CKAP4,HGNC:16991,1,0
CKM,HGNC:1994,2,0
CKMT1B,HGNC:1995,1,0
CLASP1,HGNC:17088,1,0
CLASP2,HGNC:17078,1,0
CLC,HGNC:2014,1,0
CLCA1,HGNC:2015,3,0
CLCA4,HGNC:2018,2,0
CLCF1,HGNC:17412,2,0
CLCN6,HGNC:2024,1,0
CLDN2,HGNC:2041,1,0
CLDN8,HGNC:2050,2,0
CLEC10A,HGNC:16916,2,0
CLEC11A,HGNC:10576,1,0
CLEC14A,HGNC:19832,1,0
CLEC16A,HGNC:29013,4,0
CLEC4A,HGNC:13257,1,0
CLEC4C,HGNC:13258,2,0
CLEC4D,HGNC:14554,1,0
CLEC4F,HGNC:25357,4,0
CLEC7A,HGNC:14558,4,0
CLEC9A,HGNC:26705,1,0
CLIC2,HGNC:2063,1,0
CLIC6,HGNC:2065,7,0
CLIP2,HGNC:2586,2,0
CLK2,HGNC:2069,1,0
CLMN,HGNC:19972,7,0
CLMP,HGNC:24039,1,0
CLNK,HGNC:17438,1,0
CLOCK,HGNC:2082,2,0
CLPTM1,HGNC:2087,1,0
CLSTN1,HGNC:17447,3,0
CLSTN2,HGNC:17448,4,0
CLU,HGNC:2095,4,0
CMA1,HGNC:2097,1,0
CMKLR1,HGNC:2121,1,0
CMYA5,HGNC:14305,40,0
CNDP1,HGNC:20675,5,0
CNDP2,HGNC:24437,1,0
CNGA4,HGNC:2152,3,0
CNNM1,HGNC:102,1,0
CNOT3,HGNC:7879,2,0
CNR2,HGNC:2160,1,0
CNTF,HGNC:2169,1,0
CNTLN,HGNC:23432,3,0
CNTN3,HGNC:2173,5,0
CNTN5,HGNC:2175,6,0
CNTNAP3B,HGNC:32035,1,0
CNTNAP5,HGNC:18748,6,0
CNTRL,HGNC:1858,11,0
COA5,HGNC:33848,1,0
COA7,HGNC:25716,1,0
COBL,HGNC:22199,2,0
COL14A1,HGNC:2191,12,0
COL15A1,HGNC:2192,3,0
COL16A1,HGNC:2193,2,0
COL21A1,HGNC:17025,1,0
COL22A1,HGNC:22989,3,0
COL24A1,HGNC:20821,3,0
COL28A1,HGNC:22442,1,0
COL6A5,HGNC:26674,2,0
COL6A6,HGNC:27023,11,0
COLEC10,HGNC:2220,1,0
COLEC12,HGNC:16016,2,0
COMT,HGNC:2228,2,0
COP1,HGNC:17440,3,0
COQ3,HGNC:18175,1,0
COQ5,HGNC:28722,2,0
CORIN,HGNC:19012,7,0
CORO7,HGNC:26161,1,0
COX5A,HGNC:2267,1,0
COX8A,HGNC:2294,1,0
CPA2,HGNC:2297,2,0
CPA3,HGNC:2298,2,0
CPAMD8,HGNC:23228,14,0
CPB1,HGNC:2299,1,0
CPD,HGNC:2301,2,0
CPE,HGNC:2303,2,0
CPED1,HGNC:26159,2,0
CPLX1,HGNC:2309,1,0
CPN1,HGNC:2312,1,0
CPN2,HGNC:2313,1,0
CPNE5,HGNC:2318,1,0
CPQ,HGNC:16910,5,0
CPSF1,HGNC:2324,1,0
CPVL,HGNC:14399,2,0
CPXCR1,HGNC:2332,3,0
CPXM2,HGNC:26977,1,0
CPZ,HGNC:2333,3,0
CRACDL,HGNC:33454,1,0
CRAT,HGNC:2342,2,0
CREM,HGNC:2352,1,0
CRHR1,HGNC:2357,1,0
CRHR2,HGNC:2358,2,0
CRIM1,HGNC:2359,3,0
CRIP1,HGNC:2360,1,0
CRIPT,HGNC:14312,1,0
CRISPLD2,HGNC:25248,4,0
CRKL,HGNC:2363,1,0
CRLF1,HGNC:2364,7,0
CRMP1,HGNC:2365,1,0
CROCC,HGNC:21299,6,0
CROT,HGNC:2366,1,0
CRTAM,HGNC:24313,4,0
CRYBG3,HGNC:34427,5,0
CRYGN,HGNC:20458,1,0
CRYZ,HGNC:2419,1,0
CS,HGNC:2422,1,0
CSAG1,HGNC:24294,1,0
CSF1,HGNC:2432,1,0
CSF2,HGNC:2434,1,0
CSF3,HGNC:2438,2,0
CSGALNACT1,HGNC:24290,2,0
CSH2,HGNC:2441,1,0
CSHL1,HGNC:2442,2,0
CSK,HGNC:2444,1,0
CSMD3,HGNC:19291,8,0
CSPG4,HGNC:2466,5,0
CSRNP1,HGNC:14300,1,0
CSRP1,HGNC:2469,1,0
CST2,HGNC:2474,1,0
CST3,HGNC:2475,2,0
CST4,HGNC:2476,3,0
CSTA,HGNC:2481,2,0
CSTF2T,HGNC:17086,1,0
CTAG2,HGNC:2492,5,0
CTAGE1,HGNC:24346,5,0
CTAGE6,HGNC:28644,1,0
CTBP2,HGNC:2495,6,0
CTBS,HGNC:2496,1,0
CTCFL,HGNC:16234,1,0
CTDSP1,HGNC:21614,1,0
CTDSPL2,HGNC:26936,1,0
CTNNA2,HGNC:2510,2,0
CTNNAL1,HGNC:2512,2,0
CTNNBL1,HGNC:15879,1,0
CTNND1,HGNC:2515,5,0
CTRL,HGNC:2524,4,0
CTSB,HGNC:2527,3,0
CTSG,HGNC:2532,3,0
CTSH,HGNC:2535,1,0
CTSL,HGNC:2537,1,0
CTSZ,HGNC:2547,3,0
CTTN,HGNC:3338,1,0
CTTNBP2NL,HGNC:25330,2,0
CTU2,HGNC:28005,13,0
CUL9,HGNC:15982,1,0
CWC22,HGNC:29322,1,0
CWF19L1,HGNC:25613,10,0
CWH43,HGNC:26133,4,0
CX3CL1,HGNC:10647,2,0
CX3CR1,HGNC:2558,4,0
CXCL1,HGNC:4602,1,0
CXCL10,HGNC:10637,1,0
CXCL16,HGNC:16642,1,0
CXCL6,HGNC:10643,1,0
CXCL9,HGNC:7098,1,0
CXCR2,HGNC:6027,2,0
CYB5R4,HGNC:20147,1,0
CYFIP1,HGNC:13759,5,0
CYFIP2,HGNC:13760,6,0
CYP1A1,HGNC:2595,6,0
CYP1A2,HGNC:2596,2,0
CYP20A1,HGNC:20576,2,0
CYP26B1,HGNC:20581,8,0
CYP26C1,HGNC:20577,6,0
CYP27C1,HGNC:33480,1,0
CYP2A6,HGNC:2610,3,0
CYP2A7,HGNC:2611,6,0
CYP2B6,HGNC:2615,1,0
CYP2C18,HGNC:2620,3,0
CYP2C19,HGNC:2621,4,0
CYP2C8,HGNC:2622,2,0
CYP2C9,HGNC:2623,4,0
CYP2D6,HGNC:2625,15,0
CYP2E1,HGNC:2631,3,0
CYP2F1,HGNC:2632,6,0
CYP2W1,HGNC:20243,1,0
CYP3A43,HGNC:17450,1,0
CYP3A7,HGNC:2640,1,0
CYP4B1,HGNC:2644,8,0
CYP4F3,HGNC:2646,5,0
CYP4Z1,HGNC:20583,1,0
CYP8B1,HGNC:2653,3,0
CYS1,HGNC:18525,1,0
CYTH4,HGNC:9505,2,0
DAAM2,HGNC:18143,2,0
DAB1,HGNC:2661,5,0
DAB2,HGNC:2662,6,0
DAB2IP,HGNC:17294,3,0
DACH2,HGNC:16814,1,0
DACT1,HGNC:17748,13,0
DAGLA,HGNC:1165,2,0
DAGLB,HGNC:28923,3,0
DAO,HGNC:2671,2,0
DAOA,HGNC:21191,1,0
DAP3,HGNC:2673,1,0
DAPK1,HGNC:2674,4,0
DAPK2,HGNC:2675,2,0
DAXX,HGNC:2681,2,0
DBF4,HGNC:17364,2,0
DBI,HGNC:2690,1,0
DBN1,HGNC:2695,2,0
DBP,HGNC:2697,1,0
DBR1,HGNC:15594,1,0
DCAF11,HGNC:20258,1,0
DCAF4,HGNC:20229,2,0
DCAF6,HGNC:30002,1,0
DCD,HGNC:14669,1,0
DCDC1,HGNC:20625,4,0
DCP1A,HGNC:18714,1,0
DCP1B,HGNC:24451,2,0
DCST1,HGNC:26539,2,0
DCT,HGNC:2709,2,0
DDAH2,HGNC:2716,1,0
DDI1,HGNC:18961,2,0
DDIT3,HGNC:2726,1,0
DDN,HGNC:24458,1,0
DDR1,HGNC:2730,2,0
DDX10,HGNC:2735,2,0
DDX18,HGNC:2741,3,0
DDX20,HGNC:2743,2,0
DDX21,HGNC:2744,1,0
DDX27,HGNC:15837,1,0
DDX4,HGNC:18700,1,0
DDX43,HGNC:18677,2,0
DDX50,HGNC:17906,1,0
DDX56,HGNC:18193,1,0
DDX60,HGNC:25942,2,0
DEF6,HGNC:2760,2,0
DEF8,HGNC:25969,2,0
DEFA5,HGNC:2764,1,0
DEFA6,HGNC:2765,1,0
DEFB104A,HGNC:18115,1,0
DEFB107A,HGNC:18086,1,0
DEFB108B,HGNC:29966,1,0
DEFB126,HGNC:15900,2,0
DEFB4A,HGNC:2767,1,0
DEGS1,HGNC:13709,4,0
DENND1A,HGNC:29324,1,0
DENND1B,HGNC:28404,1,0
DENND3,HGNC:29134,6,0
DEPDC1,HGNC:22949,1,0
DEPDC7,HGNC:29899,1,0
DEPP1,HGNC:23355,1,0
DFFA,HGNC:2772,4,0
DGKA,HGNC:2849,1,0
DGKD,HGNC:2851,3,0
DGKK,HGNC:32395,7,0
DGKQ,HGNC:2856,1,0
DHRS2,HGNC:18349,3,0
DHRS4,HGNC:16985,2,0
DHX16,HGNC:2739,3,0
DHX32,HGNC:16717,2,0
DHX34,HGNC:16719,11,0
DHX58,HGNC:29517,1,0
DIAPH2,HGNC:2877,1,0
DIDO1,HGNC:2680,7,0
DIP2A,HGNC:17217,2,0
DIP2C,HGNC:29150,1,0
DIPK2B,HGNC:25866,2,0
DISC1,HGNC:2888,10,0
DISP3,HGNC:29251,4,0
DIXDC1,HGNC:23695,1,0
DKK1,HGNC:2891,1,0
DKK3,HGNC:2893,2,0
DKKL1,HGNC:16528,2,0
DLEC1,HGNC:2899,8,0
DLG1,HGNC:2900,1,0
DLG2,HGNC:2901,1,0
DLGAP3,HGNC:30368,2,0
DLGAP4,HGNC:24476,3,0
DLK1,HGNC:2907,4,0
DLL4,HGNC:2910,3,0
DLX4,HGNC:2917,1,0
DLX5,HGNC:2918,2,0
DLX6,HGNC:2919,1,0
DMBT1,HGNC:2926,8,0
DMKN,HGNC:25063,1,0
DMRT1,HGNC:2934,2,0
DMRT3,HGNC:13909,7,0
DMRTA1,HGNC:13826,2,0
DMXL1,HGNC:2937,12,0
DNAH12,HGNC:2943,5,0
DNAH17,HGNC:2946,16,0
DNAH3,HGNC:2949,8,0
DNAI3,HGNC:30711,3,0
DNAJB11,HGNC:14889,1,0
DNAJB13,HGNC:30718,6,0
DNAJB8,HGNC:23699,2,0
DNAJB9,HGNC:6968,1,0
DNAJC13,HGNC:30343,10,0
DNALI1,HGNC:14353,2,0
DNASE1L3,HGNC:2959,4,0
DNER,HGNC:24456,2,0
DNHD1,HGNC:26532,43,0
DNPEP,HGNC:2981,1,0
DNTT,HGNC:2983,2,0
DOC2A,HGNC:2985,3,0
DOCK10,HGNC:23479,1,0
DOCK11,HGNC:23483,3,0
DOCK4,HGNC:19192,10,0
DOCK5,HGNC:23476,4,0
DOCK9,HGNC:14132,2,0
DOK2,HGNC:2991,1,0
DOK4,HGNC:19868,1,0
DONSON,HGNC:2993,6,0
DOP1B,HGNC:1291,9,0
DOT1L,HGNC:24948,1,0
DPH6,HGNC:30543,1,0
DPP10,HGNC:20823,3,0
DPP3,HGNC:3008,4,0
DPP4,HGNC:3009,2,0
DPP9,HGNC:18648,3,0
DPPA2,HGNC:19197,1,0
DPT,HGNC:3011,6,0
DPY19L2,HGNC:19414,2,0
DPYSL2,HGNC:3014,2,0
DRAXIN,HGNC:25054,1,0
DRG2,HGNC:3030,1,0
DRP2,HGNC:3032,1,0
DSC1,HGNC:3035,2,0
DSC3,HGNC:3037,4,0
DSCAML1,HGNC:14656,2,0
DSG3,HGNC:3050,3,0
DTX3L,HGNC:30323,1,0
DTX4,HGNC:29151,1,0
DTYMK,HGNC:3061,1,0
DUOX1,HGNC:3062,1,0
DUOXA1,HGNC:26507,2,0
DUSP16,HGNC:17909,1,0
DUSP5,HGNC:3071,1,0
DUSP6,HGNC:3072,1,0
DUSP9,HGNC:3076,1,0
DUXA,HGNC:32179,1,0
DVL2,HGNC:3086,2,0
DYDC2,HGNC:23468,1,0
DYNC1I1,HGNC:2963,2,0
DYNC2LI1,HGNC:24595,9,0
DZIP1,HGNC:20908,1,0
DZIP1L,HGNC:26551,4,0
DZIP3,HGNC:30938,1,0
E2F1,HGNC:3113,3,0
E2F2,HGNC:3114,2,0
E2F3,HGNC:3115,2,0
E2F7,HGNC:23820,1,0
E2F8,HGNC:24727,4,0
EAF2,HGNC:23115,1,0
EBNA1BP2,HGNC:15531,2,0
ECE1,HGNC:3146,3,0
ECH1,HGNC:3149,3,0
ECI2,HGNC:14601,1,0
ECM1,HGNC:3153,5,0
ECRG4,HGNC:24642,1,0
EDC3,HGNC:26114,3,0
EDIL3,HGNC:3173,2,0
EEA1,HGNC:3185,1,0
EEF1D,HGNC:3211,4,0
EEFSEC,HGNC:24614,3,0
EFCAB3,HGNC:26379,2,0
EFCAB7,HGNC:29379,2,0
EFHB,HGNC:26330,1,0
EFHD1,HGNC:29556,1,0
EFNB3,HGNC:3228,1,0
EGFL6,HGNC:3235,5,0
EGFL7,HGNC:20594,2,0
EGLN2,HGNC:14660,2,0
EGLN3,HGNC:14661,1,0
EGR1,HGNC:3238,1,0
EGR4,HGNC:3241,1,0
EHMT2,HGNC:14129,1,0
EIF1AX,HGNC:3250,1,0
EIF2AK4,HGNC:19687,15,0
EIF3A,HGNC:3271,5,0
EIF3G,HGNC:3274,1,0
EIF4E,HGNC:3287,1,0
EIF4EBP2,HGNC:3289,1,0
EIF4ENIF1,HGNC:16687,1,0
EIF4G1,HGNC:3296,2,0
EIF4G3,HGNC:3298,1,0
EIF5B,HGNC:30793,2,0
ELF4,HGNC:3319,2,0
ELFN1,HGNC:33154,5,0
ELFN2,HGNC:29396,2,0
ELK1,HGNC:3321,2,0
ELK3,HGNC:3325,2,0
ELL2,HGNC:17064,1,0
ELMOD2,HGNC:28111,2,0
ELMOD3,HGNC:26158,6,0
ELOVL5,HGNC:21308,1,0
